name,mbti,gender,category,subcategory
Tanner Houck,ISTP,unknown,Sports,Baseball
Framber Valdez,ISTP,unknown,Sports,Baseball
Alex Vesia,ESFP,unknown,Sports,Baseball
Phil Bickford,ISFP,unknown,Sports,Baseball
Bobby Dalbec,ISTJ,unknown,Sports,Baseball
Shane Baz,ISFP,unknown,Sports,Baseball
Shane McClanahan,ISTJ,unknown,Sports,Baseball
Ryan McMahon,ISFJ,unknown,Sports,Baseball
Camilo Doval,ISFP,unknown,Sports,Baseball
Kendall Graveman,ISTJ,unknown,Sports,Baseball
Jeter Downs,ESFP,unknown,Sports,Baseball
Elijah Green,ISFP,unknown,Sports,Baseball
Marcelo Mayer,ESFP,unknown,Sports,Baseball
Nazier Mule,ESFP,unknown,Sports,Baseball
Druw Jones,ESTP,unknown,Sports,Baseball
Termarr Johnson,ESTJ,unknown,Sports,Baseball
Henry Davis,ISTJ,unknown,Sports,Baseball
Hunter Strickland,ISTJ,unknown,Sports,Baseball
Dave Stieb,ISTJ,unknown,Sports,Baseball
Owen Miller,ISFJ,unknown,Sports,Baseball
Genesis Cabrera,ISFP,unknown,Sports,Baseball
Touki Toussaint,ESFP,unknown,Sports,Baseball
Im Chankyu,ENFP,unknown,Sports,Baseball
Jung Soo Bin,ENFP,unknown,Sports,Baseball
Oneil Cruz,ISFP,unknown,Sports,Baseball
Spencer Strider,ISTJ,unknown,Sports,Baseball
Robbie Ray,ISTJ,unknown,Sports,Baseball
Anthony Santander,ISTJ,unknown,Sports,Baseball
Michael Harris II,ISFP,unknown,Sports,Baseball
Vaughn Grissom,ESTP,unknown,Sports,Baseball
Fred Lynn,ENTJ,unknown,Sports,Baseball
Bob Uecker,ENTP,unknown,Sports,Baseball
Steve Garvey,ENTJ,unknown,Sports,Baseball
Alek Manoah,ISFP,unknown,Sports,Baseball
Jeff Banister,ENTJ,unknown,Sports,Baseball
Woodrow Wilson,INTJ,unknown,Political,Presidents of the USA
James Madison,INTP,unknown,Political,Presidents of the USA
John Quincy Adams,INTJ,unknown,Political,Presidents of the USA
Ulysses S. Grant,ISFP,unknown,Political,Presidents of the USA
Gerald Ford,ESFJ,unknown,Political,Presidents of the USA
James K. Polk,INTJ,unknown,Political,Presidents of the USA
Warren G. Harding,ESTP,unknown,Political,Presidents of the USA
Herbert Hoover,ISTJ,unknown,Political,Presidents of the USA
William Howard Taft,ISFJ,unknown,Political,Presidents of the USA
James Monroe,ESTJ,unknown,Political,Presidents of the USA
John Tyler,INTP,unknown,Political,Presidents of the USA
Andrew Johnson,ISTP,unknown,Political,Presidents of the USA
Grover Cleveland,ESTJ,unknown,Political,Presidents of the USA
James A. Garfield,ENTP,unknown,Political,Presidents of the USA
Martin Van Buren,ISFP,unknown,Political,Presidents of the USA
James Buchanan,ESTP,unknown,Political,Presidents of the USA
Zachary Taylor,ISTJ,unknown,Political,Presidents of the USA
Rutherford B. Hayes,ENTP,unknown,Political,Presidents of the USA
William McKinley,ESFJ,unknown,Political,Presidents of the USA
Benjamin Harrison,ISTJ,unknown,Political,Presidents of the USA
William Henry Harrison,ESTJ,unknown,Political,Presidents of the USA
Chester A. Arthur,ISFP,unknown,Political,Presidents of the USA
Franklin Pierce,ESFJ,unknown,Political,Presidents of the USA
Millard Fillmore,ISFP,unknown,Political,Presidents of the USA
Aubrey Plaza,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Evan Peters,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Donald Glover / Childish Gambino,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Anne Hathaway,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
Al Pacino,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Jennifer Aniston,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
Natalia Dyer,ISFJ,unknown,Pop Culture,Actors and Actresses (USA)
Julia Roberts,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Jason Momoa,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Blake Lively,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Meryl Streep,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Steve Carell,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Mila Kunis,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
John Krasinski,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Tobey Maguire,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Mark Ruffalo,ISFJ,unknown,Pop Culture,Actors and Actresses (USA)
Nicolas Cage,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Joseph Gordon-Levitt,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Jack Nicholson,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Bryan Cranston,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Kristen Bell,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Carrie Fisher,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Shia LaBeouf,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Maya Hawke,INFP,unknown,Pop Culture,Actors and Actresses (USA)
George Clooney,ENTJ,unknown,Pop Culture,Actors and Actresses (USA)
Sandra Bullock,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Seth MacFarlane,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Viggo Mortensen,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Joshua Bassett,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
James Franco,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Zac Efron,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Chloë Grace Moretz,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Drew Barrymore,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Zooey Deschanel,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Sarah Paulson,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Bella Thorne,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Rami Malek,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Danny DeVito,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Ian Somerhalder,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Jack Dylan Grazer,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Chris Rock,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Amy Adams,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Jonah Hill,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Mark Hamill,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Adrien Brody,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Paul Wesley,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Matthew Perry,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Elijah Wood,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Trey Parker,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Billie Lourd,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Joe Keery,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Bob Odenkirk,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Neil Patrick Harris,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Jeffrey Dean Morgan,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Ashley Olsen,INTJ,unknown,Pop Culture,Actors and Actresses (USA)
Kate McKinnon,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Aaron Paul,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Bridgit Mendler,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Shay Rudolph,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Olivia Wilde,ISTP,unknown,Pop Culture,Actors and Actresses (USA)
Brendan Fraser,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Noah Centineo,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Vanessa Hudgens,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Elle Fanning,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Julia Fox,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Mark Wahlberg,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Mindy Kaling,ENTJ,unknown,Pop Culture,Actors and Actresses (USA)
Maude Apatow,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Norman Reedus,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Caleb McLaughlin,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Gaten Matarazzo,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Jared Padalecki,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Ben Stiller,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Jon Bernthal,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
David Harbour,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Ethan Hawke,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Armie Hammer,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Eddie Murphy,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Dylan Sprouse,ISTP,unknown,Pop Culture,Actors and Actresses (USA)
Alison Brie,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Wentworth Miller,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Sophia Lillis,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Seth Rogen,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Emily Alyn Lind,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Amy Poehler,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Dylan Minnette,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Debby Ryan,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
"Antonia ""Toni"" Gentry",ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Milla Jovovich,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Dave Bautista,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Christopher Walken,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Logan Lerman,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Madelyn Cline,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Jeremy Renner,ISTP,unknown,Pop Culture,Actors and Actresses (USA)
Owen Wilson,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Woody Harrelson,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Walker Scobell,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Whoopi Goldberg,ENTJ,unknown,Pop Culture,Actors and Actresses (USA)
Jim Parsons,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Shailene Woodley,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Zach Galifianakis,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Naya Rivera,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Camila Mendes,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Julia Stiles,INTJ,unknown,Pop Culture,Actors and Actresses (USA)
Ross Lynch,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Cameron Boyce,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Wyatt Oleff,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Jamie Foxx,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Giancarlo Esposito,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Jaeden Martell,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Mary-Kate Olsen,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Chlöe,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Chevy Chase,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Steve Martin,INTJ,unknown,Pop Culture,Actors and Actresses (USA)
John Travolta,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Sigourney Weaver,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Troian Bellisario,INTJ,unknown,Pop Culture,Actors and Actresses (USA)
Jamie Lee Curtis,ESTJ,unknown,Pop Culture,Actors and Actresses (USA)
Misha Collins,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Grant Gustin,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Raini Rodriguez,INTJ,unknown,Pop Culture,Actors and Actresses (USA)
Zoe Saldaña,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Will Ferrell,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Sarah Hyland,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Ansel Elgort,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Kat Dennings,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Cameron Diaz,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Dianna Agron,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
Jack Quaid,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Natasha Lyonne,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Rainn Wilson,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Miles Teller,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Drake Bell,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Macaulay Culkin,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Darren Criss,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Michelle Pfeiffer,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Matt LeBlanc,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Jason Bateman,INTJ,unknown,Pop Culture,Actors and Actresses (USA)
Don Cheadle,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Chuck Norris,ISFJ,unknown,Pop Culture,Actors and Actresses (USA)
Josh Brolin,ISTJ,unknown,Pop Culture,Actors and Actresses (USA)
Alexandra Daddario,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Awkwafina,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Mary Elizabeth Winstead,ESTJ,unknown,Pop Culture,Actors and Actresses (USA)
Keke Palmer,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Taissa Farmiga,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Steven Seagal,ISTP,unknown,Pop Culture,Actors and Actresses (USA)
Michael B. Jordan,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Courteney Cox,ESTJ,unknown,Pop Culture,Actors and Actresses (USA)
Dakota Fanning,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Jessica Alba,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
Sarah Michelle Gellar,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Gina Carano,ISTP,unknown,Pop Culture,Actors and Actresses (USA)
Jim Caviezel,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Ken Jeong,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Chloë Sevigny,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Brittany Murphy,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Vera Farmiga,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Kiernan Shipka,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Steve Buscemi,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
David Schwimmer,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Rowan Blanchard,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Lisa Kudrow,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Michael Douglas,ENTJ,unknown,Pop Culture,Actors and Actresses (USA)
Adam Scott,INTJ,unknown,Pop Culture,Actors and Actresses (USA)
Dane Dehaan,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Benicio Del Toro,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Jon Hamm,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
B.J. Novak,INTJ,unknown,Pop Culture,Actors and Actresses (USA)
Evan Rachel Wood,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Christina Ricci,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Chris Pine,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Austin Butler,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Kristen Wiig,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Lucy Liu,ESTJ,unknown,Pop Culture,Actors and Actresses (USA)
Halle Berry,ISFJ,unknown,Pop Culture,Actors and Actresses (USA)
Paul Walker,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Angus Cloud,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Josh Peck,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Cameron Monaghan,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Mayim Bialik,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Dan Aykroyd,INTJ,unknown,Pop Culture,Actors and Actresses (USA)
John Malkovich,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Halle Bailey,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Gillian Jacobs,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Viola Davis,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Ethan Cutkosky,ISTP,unknown,Pop Culture,Actors and Actresses (USA)
James Spader,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Liv Tyler,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Peter Dinklage,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
James Gandolfini,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Ben Platt,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Bill Cosby,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Brooke Shields,ISFJ,unknown,Pop Culture,Actors and Actresses (USA)
Tyler Posey,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Steven Yeun,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
McKenna Grace,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Justin H. Min,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Drew Starkey,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Charlie Day,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Laura Marano,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
Josh Radnor,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Philip Seymour Hoffman,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Laura Bailey,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
Jenna Fischer,ISFJ,unknown,Pop Culture,Actors and Actresses (USA)
Sean Penn,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Dustin Hoffman,INTP,unknown,Pop Culture,Actors and Actresses (USA)
David Spade,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Jessica Lange,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Fred Armisen,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Shelley Duvall,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Sofia Carson,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Auli’i Cravalho,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Kristine Froseth,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Ryan McCartan,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Rudy Pankow,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Tommy Lee Jones,ISTJ,unknown,Pop Culture,Actors and Actresses (USA)
J. K. Simmons,ENTJ,unknown,Pop Culture,Actors and Actresses (USA)
Jerry Trainor,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Miguel Cazares Mora,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
AnnaSophia Robb,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Christian Slater,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Bryce Dallas Howard,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
John Cusack,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Jennifer Garner,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
Olivia Munn,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Demi Moore,ISTP,unknown,Pop Culture,Actors and Actresses (USA)
Ashley Johnson,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Kaylee Bryant,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Richard Gere,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Joe Pesci,ISTP,unknown,Pop Culture,Actors and Actresses (USA)
David Cross,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Elisabeth Moss,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Nick Offerman,ISTJ,unknown,Pop Culture,Actors and Actresses (USA)
Bryan Dechart,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Mason Thames,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Michael Shannon,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Kevin Costner,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Rashida Jones,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Krysten Ritter,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Kenan Thompson,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Rose McGowan,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Glenn Howerton,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Jason Segel,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Emily Skinner,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Chris Farley,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Bruce Campbell,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
James Woods,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Joseph Morgan,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
Dax Shepard,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
"Kyle ""Kale"" MacLachlan",INFP,unknown,Pop Culture,Actors and Actresses (USA)
Julie Bowen,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
Olivia Scott Welch,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
"Steven Wolfe ""Johnny Sins""",ISFJ,unknown,Pop Culture,Actors and Actresses (USA)
Hunter Doohan,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Brit Marling,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Melissa Benoist,ESFJ,unknown,Pop Culture,Actors and Actresses (USA)
Laura Dern,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Channing Tatum,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Dennis Hopper,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Emmy Rossum,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Chandler Riggs,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Frances Farmer,INTJ,unknown,Pop Culture,People of Classic Hollywood
Chase Stokes,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Anton Yelchin,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Ashley Benson,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Lucy Hale,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Maggie Gyllenhaal,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Stephanie Beatriz,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Amandla Stenberg,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Alicia Silverstone,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Rob McElhenney,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Marisha Ray,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Kurt Russell,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Patrick Swayze,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Susan Sarandon,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Zachary Levi,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Ashley Tisdale,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Lena Dunham,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Lauren German,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Chet Hanks,ESFP,unknown,Pop Culture,Actors and Actresses (USA)
Matthew Daddario,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Mackenzie Foy,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Sharon Stone,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Peyton List,ISTJ,unknown,Pop Culture,Actors and Actresses (USA)
David Duchovny,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Dean Norris,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Malina Weissman,ISFP,unknown,Pop Culture,Actors and Actresses (USA)
Kieran Culkin,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Crispin Glover,INTP,unknown,Pop Culture,Actors and Actresses (USA)
Laura Linney,ESTJ,unknown,Pop Culture,Actors and Actresses (USA)
Danny Trejo,ISTP,unknown,Pop Culture,Actors and Actresses (USA)
Tessa Thompson,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Jonathan Groff,ENFJ,unknown,Pop Culture,Actors and Actresses (USA)
Rachel Bloom,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Nick Robinson,INFJ,unknown,Pop Culture,Actors and Actresses (USA)
Ben Schwartz,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Nicolas Cantu (Junky Janker),ENTP,unknown,Pop Culture,Actors and Actresses (USA)
Shannon Purser,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Michelle Rodriguez,ESTP,unknown,Pop Culture,Actors and Actresses (USA)
Alexis Bledel,ISFJ,unknown,Pop Culture,Actors and Actresses (USA)
Anna Faris,ENFP,unknown,Pop Culture,Actors and Actresses (USA)
Kevin Bacon,INFP,unknown,Pop Culture,Actors and Actresses (USA)
Chris Wood,ENTP,unknown,Pop Culture,Actors and Actresses (USA)
